,game_name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
4595,The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,8.4
4596,The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,96.0,9.3
4597,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,7.5
4598,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39.0,4.3
4600,The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,4.7
4604,The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52,68.0,8.2
4611,The Settlers,DS,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,5.6
4613,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,66.0,7.7
4614,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,8.2
4615,The Simpsons Game,DS,2007,Action,Electronic Arts,0.56,0.77,0.0,0.17,1.51,69.0,7.3
4616,The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,59.0,6.7
4617,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,7.7
4618,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,6.1
4619,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,71.0,7.5
4620,The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.55,0.0,0.33,1.37,65.0,6.9
4621,The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,6.1
4622,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75.0,4.4
4623,The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39,58.0,7.5
4624,The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,8.3
4625,The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0.0,0.04,0.29,90.0,8.8
4626,The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,75.0,7.1
4627,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09,75.0,7.7
4628,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69,50.0,3.3
4629,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,74.0,7.3
4630,The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,73.0,8.2
4631,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,7.3
4632,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0.0,0.06,0.71,66.0,4.0
4633,The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,8.0
4638,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,6.6
4639,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,8.6
4640,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0.0,0.22,2.07,49.0,5.2
4641,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,7.3
4642,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0.0,0.04,0.47,65.0,7.3
4643,The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0.0,0.27,0.3,68.0,8.0
4644,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,7.3
4645,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,7.7
4646,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,78.0,7.3
4647,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,7.8
4649,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,7.9
4653,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,9.0
4655,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.94,73.0,7.8
4656,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54,74.0,8.5
4657,The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,77.0,8.9
4658,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,77.0,8.8
4659,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,75.0,8.0
4660,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,9.1
4666,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,8.2
4667,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,9.2
4668,The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,73.0,8.4
4669,The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,6.5
4672,The Void,PC,2008,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,8.3
4673,The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,84.0,8.5
4674,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,85.0,8.2
4675,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,7.8
4677,The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,8.8
4678,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,86.0,8.5
4679,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,6.0
4680,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,8.9
4681,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,8.4
4682,Theatre Of War,PC,2007,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,66.0,6.2
4683,Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,7.6
4684,Theresia...,DS,2008,Adventure,Arc System Works,0.05,0.0,0.0,0.0,0.06,61.0,8.0
4685,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,82.0,7.3
4687,Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,69.0,2.9
4688,Thrillville,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,72.0,2.8
4689,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0.0,0.03,0.44,70.0,2.8
4690,Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,70.0,1.7
4691,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,73.0,2.8
4692,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,0.6
4693,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.2
4697,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,7.4
4698,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,7.4
4699,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83.0,6.2
4700,Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,81.0,5.1
4701,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,71.0,7.4
4702,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,7.9
4703,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,4.8
4704,Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,79.0,6.0
4706,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,80.0,7.9
4708,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,6.8
4709,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,7.0
4710,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0.0,0.14,0.73,79.0,6.6
4711,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,80.0,7.8
4714,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,81.0,7.6
4715,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,7.2
4716,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,7.8
4718,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,5.5
4719,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.8,0.47,0.0,0.14,1.42,81.0,8.7
4720,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,88.0,8.2
4721,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,88.0,8.9
4723,Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,91.0,4.5
4724,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65.0,8.6
4725,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,65.0,7.3
4726,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,71.0,5.5
4727,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60.0,7.4
4729,Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,64.0,7.8
4730,TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,70.0,7.9
4731,TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,70.0,6.3
4732,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,71.0,7.6
4733,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84.0,9.1
4734,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,83.0,8.9
4735,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,9.1
4736,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,77.0,8.1
4737,TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,58.0,6.3
4738,TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,5.9
4739,TMNT,PSP,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,4.1
4740,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,2.2
4741,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,44.0,2.8
4742,TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,43.0,4.8
4753,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,7.2
4754,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,84.0,8.0
4755,TOCA Race Driver 3,PC,2006,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,7.8
4761,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,7.3
4769,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77.0,7.2
4770,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76.0,6.6
4771,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,5.9
4772,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,5.8
4773,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,80.0,8.9
4774,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58.0,6.0
4775,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,54.0,1.4
4776,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39,84.0,7.2
4777,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,8.0
4778,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,6.0
4779,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,8.1
4780,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86.0,8.1
4781,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0.0,0.08,0.53,61.0,6.4
4782,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,44.0,4.6
4783,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,6.3
4784,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,70.0,8.2
4785,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,68.0,8.2
4786,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.0,8.6
4787,Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,74.0,6.6
4788,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,70.0,6.9
4789,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,7.8
4790,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88.0,8.3
4791,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,7.6
4792,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.13,0.74,60.0,7.1
4793,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82.0,7.8
4794,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81.0,7.9
4795,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,78.0,7.3
4796,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,9.0
4797,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,8.6
4798,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,8.5
4799,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,50.0,7.0
4800,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,8.1
4801,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,6.5
4802,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,7.4
4803,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,7.1
4804,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,7.5
4805,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,93.0,8.6
4806,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,87.0,8.6
4807,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,8.0
4808,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,6.2
4809,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0.0,0.11,0.85,73.0,7.3
4810,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,8.2
4812,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.22,0.0,0.05,0.39,77.0,8.3
4813,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,8.1
4814,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,7.1
4815,Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46,67.0,7.9
4816,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,7.3
4817,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,82.0,7.2
4818,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,78.0,7.8
4819,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,58.0,8.0
4820,Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,82.0,7.9
4821,Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.0,7.2
4822,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76.0,6.6
4823,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.13,0.27,0.0,0.05,0.45,70.0,7.2
4824,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,8.4
4825,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.0,0.06,0.0,0.01,0.08,80.0,7.7
4827,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,5.4
4828,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,8.7
4829,Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,7.7
4830,Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,7.7
4831,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,7.2
4834,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,7.0
4836,Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0.0,0.12,0.87,69.0,7.3
4837,Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,7.2
4838,Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0.0,0.07,0.56,68.0,7.6
4839,Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,7.6
4840,Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66,65.0,6.6
4841,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0.0,0.04,0.56,72.0,5.4
4842,Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0.0,0.04,0.44,73.0,6.6
4843,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,6.2
4844,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,6.7
4845,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83.0,8.8
4846,Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,7.8
4847,Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0.0,0.01,0.5,82.0,8.9
4849,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83.0,8.0
4850,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,7.0
4851,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,45.0,7.5
4854,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,7.8
4855,Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,6.8
4857,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,5.7
4858,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,75.0,7.5
4859,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,78.0,7.6
4863,Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,62.0,6.2
4864,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,9.0
4865,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,71.0,9.2
4872,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60.0,6.8
4876,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56.0,5.6
4877,TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0.0,0.24,2.0,71.0,5.7
4881,Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31.0,5.4
4882,Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70.0,8.1
4883,TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,75.0,6.9
4884,Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,8.6
4892,Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,60.0,7.9
4893,Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77.0,8.0
4894,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,8.0
4895,Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,8.7
4896,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,8.5
4900,Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,32.0,4.8
4906,Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09,58.0,8.0
4909,Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,69.0,4.3
4912,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,7.8
4913,True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0.0,0.0,0.17,59.0,8.8
4914,True Swing Golf,DS,2005,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,7.7
4917,Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03,39.0,4.5
4918,Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,43.0,6.8
4919,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,42.0,5.5
4920,Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69.0,7.1
4921,Turok,PS3,2008,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67.0,6.0
4922,Turok,PC,2008,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,65.0,6.5
