,game_name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
4181,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,7.2
4182,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0.0,0.04,1.24,61.0,8.1
4183,Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,73.0,7.5
4184,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0.0,0.02,0.3,73.0,7.8
4185,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,86.0,8.6
4187,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,7.8
4188,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0.0,0.14,1.65,56.0,6.7
4190,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,8.7
4191,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,80.0,9.1
4192,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.13,0.0,0.02,0.21,72.0,3.5
4193,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,9.0
4194,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,83.0,8.9
4195,Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,8.5
4196,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.02,0.17,78.0,8.8
4197,Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08,79.0,8.4
4198,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,75.0,8.6
4200,Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,7.0
4202,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,78.0,8.9
4203,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,8.7
4204,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,6.7
4205,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0.0,0.35,2.21,71.0,6.6
4206,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0.0,0.18,1.86,71.0,7.9
4207,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,68.0,7.4
4208,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,70.0,8.1
4209,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.5,0.28,0.0,0.09,0.88,61.0,5.5
4210,Starship Troopers,PC,2005,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46.0,6.1
4211,State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44.0,5.8
4212,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,74.0,8.2
4213,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,6.3
4214,Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,70.0,8.0
4215,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,75.0,8.0
4216,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,70.0,8.2
4217,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,7.4
4220,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77.0,7.6
4221,Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.02,0.0,0.03,0.3,77.0,7.9
4225,Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80.0,8.0
4226,Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,8.7
4227,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,79.0,6.4
4228,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,8.0
4230,Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,6.8
4234,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,45.0,6.8
4235,Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,57.0,7.2
4236,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,71.0,7.7
4237,Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0.0,0.0,0.11,75.0,8.1
4238,Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,7.3
4239,Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0.0,0.1,0.52,76.0,6.2
4240,Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,6.4
4243,Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73.0,7.7
4244,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,8.4
4248,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,3.5
4251,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63.0,7.3
4252,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68.0,8.6
4253,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,7.4
4254,Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,7.6
4261,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,46.0,4.6
4268,Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,73.0,7.2
4275,Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72.0,5.8
4278,Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97.0,8.9
4279,Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,8.7
4280,Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,7.2
4281,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0.0,0.01,0.08,56.0,5.9
4282,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,53.0,6.7
4283,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78.0,7.7
4284,Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,8.2
4285,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74.0,5.7
4287,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,7.9
4289,Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,7.6
4295,Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73.0,9.0
4303,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93.0,8.9
4304,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72.0,7.8
4306,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,6.2
4307,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.07,33.0,4.9
4308,Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,56.0,5.7
4309,Supreme Commander,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,8.3
4310,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,8.9
4312,Surf's Up,DS,2007,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,56.0,7.0
4315,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,6.1
4316,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,5.1
4320,Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,71.0,8.5
4323,SWAT 4,PC,2005,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,85.0,8.6
4324,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,7.7
4326,Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,71.0,8.7
4327,Syberia II,PC,2004,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,80.0,8.3
4328,Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,87.0,9.0
4329,Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,70.0,7.8
4330,Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,85.0,8.8
4331,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,6.9
4339,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,8.1
4348,Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71.0,8.0
4350,Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,8.6
4353,Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0.0,0.0,0.01,0.16,63.0,8.0
4356,Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0.0,0.0,0.15,75.0,9.3
4365,Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72.0,7.7
4369,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,7.1
4370,Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,78.0,8.4
4372,Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66.0,7.8
4373,Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79.0,8.2
4376,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59.0,7.7
4382,Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,40.0,5.4
4385,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,33.0,2.7
4388,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,7.3
4390,Teen Titans,GC,2006,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,6.9
4391,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,8.6
4392,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,47.0,7.8
4394,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,4.6
4395,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,48.0,5.6
4396,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,7.0
4398,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,7.0
4402,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,8.2
4403,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6
4406,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,7.3
4407,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,5.1
4408,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,8.0
4409,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,7.0
4410,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,7.8
4420,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,68.0,8.0
4421,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66.0,8.6
4423,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0.0,0.15,0.5,80.0,7.3
4424,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82.0,8.0
4425,Test Drive Unlimited,PC,2007,Racing,Atari,0.0,0.02,0.0,0.0,0.02,79.0,8.1
4426,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73.0,9.1
4427,Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09,72.0,8.7
4428,Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84.0,8.7
4430,Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,6.8
4432,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,7.6
4437,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5,65.0,7.3
4440,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,4.2
4441,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,45.0,1.4
4443,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,8.6
4444,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,8.8
4450,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,2.7
4451,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,71.0,4.8
4452,The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37,66.0,7.1
4453,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,8.4
4454,The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,77.0,7.2
4460,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,67.0,7.0
4461,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,63.0,7.1
4463,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56.0,7.5
4464,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,5.6
4465,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,8.4
4466,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,6.0
4467,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,65.0,7.5
4468,The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,6.8
4469,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72.0,6.5
4470,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63.0,7.3
4472,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54.0,8.0
4473,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,2.8
4474,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,7.7
4475,The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,80.0,7.7
4476,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82.0,8.1
4477,The Dog Island,Wii,2007,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38,70.0,8.1
4479,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,6.8
4480,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,49.0,7.0
4481,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,8.7
4482,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,8.0
4483,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,8.1
4484,The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,8.2
4491,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,6.6
4492,The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,58.0,5.3
4494,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,7.6
4495,The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,8.3
4501,The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15,77.0,8.5
4503,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,7.9
4504,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,4.9
4505,The Golden Compass,PS2,2007,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,5.2
4506,The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0.0,0.04,0.46,41.0,4.1
4507,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0.0,0.05,0.28,40.0,4.8
4510,The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,6.7
4511,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07,47.0,5.4
4513,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,36.0,2.4
4514,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,6.1
4518,The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,5.3
4523,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0.0,0.05,0.38,50.0,6.0
4525,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,6.4
4526,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,6.8
4528,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,8.7
4529,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,8.0
4530,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,9.1
4531,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62.0,7.6
4533,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,63.0,7.1
4535,The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,7.1
4536,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0.0,0.0,0.16,67.0,6.6
4541,The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,8.8
4543,The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,8.6
4544,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,67.0,8.5
4546,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,7.0
4549,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,8.5
4551,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66.0,6.9
4552,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,63.0,6.9
4553,The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,6.1
4554,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,7.7
4558,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,6.3
4559,The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,6.8
4560,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,7.3
4561,The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,6.5
4562,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,6.8
4563,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,59.0,6.6
4565,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,7.2
4566,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,54.0,5.4
4567,The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,2.7
4568,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,6.4
4569,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,7.2
4570,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,8.0
4571,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89.0,9.0
4572,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68,7.15,95.0,9.0
4573,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,9.2
4574,The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,75.0,8.4
4575,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,85.0,8.2
4576,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.07,82.0,8.6
4577,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,7.5
4578,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,7.5
4579,The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73.0,8.2
4580,The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74.0,7.8
4581,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,67.0,8.5
4582,The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,7.9
4583,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0.0,0.01,0.31,73.0,7.3
4585,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,8.3
4586,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,6.8
4588,The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,6.4
4592,The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,79.0,6.7
4594,The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,8.9
